0,448,1,1
0,448,1,1
0,448,1,1
0,448,1,1
0,448,1,1
0,448,1,1
0,448,1,2
0,448,1,2
212,479,1,3
212,479,1,1
212,479,1,2
212,479,1,2
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
212,479,1,1
547,567,1,2
547,567,1,2
547,567,1,2
547,567,1,2
547,567,1,2
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
547,567,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
752,631,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
877,680,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,3
857,724,1,2
857,724,1,3
857,724,1,3
857,724,1,2
857,724,1,3
857,724,1,3
857,724,1,3
877,790,1,3
877,790,1,3
877,790,1,3
877,790,1,3
877,790,1,3
877,790,1,3
877,790,1,2
877,790,1,2
877,790,1,3
877,790,1,2
877,790,1,3
877,790,1,3
877,790,1,2
877,790,1,2
877,790,1,2
877,790,1,2
877,790,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,2
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
904,838,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
863,859,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
879,919,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
893,962,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
834,1037,1,3
811,781,1,3
811,781,1,3
811,781,1,3
811,781,1,3
811,781,1,3
811,781,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
586,801,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
799,817,1,3
772,844,1,3
772,844,1,3
772,844,1,3
772,844,1,3
772,844,1,3

